Contig,accession
A_C_D_contig_67931,PF00573.17
A_C_D_contig_8474,PF00573.17
A_C_D_contig_50882,PF00573.17
A_C_D_contig_7425,PF00573.17
A_C_D_contig_2491,PF00573.17
A_C_D_contig_45296,PF00573.17
A_C_D_contig_45177,PF00573.17
A_C_D_contig_70640,PF00573.17
A_C_D_contig_43031,PF00573.17
A_C_D_contig_82656,PF00573.17
A_C_D_contig_13230,PF00573.17
A_C_D_contig_83314,PF00573.17
A_C_D_contig_82524,PF00573.17
A_C_D_contig_82546,PF00573.17
A_C_D_contig_9103,PF00573.17
A_C_D_contig_38242,PF00573.17
A_C_D_contig_76880,PF00573.17
A_C_D_contig_62261,PF00573.17
A_C_D_contig_80223,PF00573.17
A_C_D_contig_60357,PF00573.17
A_C_D_contig_13391,PF00573.17
A_C_D_contig_67567,PF00573.17
A_C_D_contig_80039,PF00573.17
A_C_D_contig_47807,PF00573.17
A_C_D_contig_25048,PF00573.17
A_C_D_contig_80039,PF00573.17
A_C_D_contig_79262,PF00573.17
A_C_D_contig_45503,PF00573.17
A_C_D_contig_17776,PF00573.17
A_C_D_contig_44737,PF00573.17
A_C_D_contig_80677,PF00573.17
A_C_D_contig_48265,PF00573.17
A_C_D_contig_4657,PF00573.17
A_C_D_contig_7069,PF00573.17
A_C_D_contig_81951,PF00573.17
A_C_D_contig_74610,PF00573.17
A_C_D_contig_24462,PF00573.17
A_C_D_contig_24949,PF00573.17
A_C_D_contig_54940,PF00750.14
A_C_D_contig_13252,PF00750.14
A_C_D_contig_25893,PF00750.14
A_C_D_contig_32085,PF00750.14
A_C_D_contig_2004,PF00750.14
A_C_D_contig_80943,PF00750.14
A_C_D_contig_15561,PF00750.14
A_C_D_contig_5917,PF00750.14
A_C_D_contig_1295,PF00750.14
A_C_D_contig_67,PF00750.14
A_C_D_contig_31269,PF00750.14
A_C_D_contig_31355,PF00750.14
A_C_D_contig_247,PF00750.14
A_C_D_contig_42785,PF00750.14
A_C_D_contig_71264,PF00750.14
A_C_D_contig_17573,PF00750.14
A_C_D_contig_72078,PF00750.14
A_C_D_contig_21833,PF00750.14
A_C_D_contig_23516,PF00750.14
A_C_D_contig_5908,PF00750.14
A_C_D_contig_2439,PF00750.14
A_C_D_contig_707,PF00750.14
A_C_D_contig_20862,PF00750.14
A_C_D_contig_33893,PF00750.14
A_C_D_contig_2111,PF00750.14
A_C_D_contig_10937,PF00750.14
A_C_D_contig_62097,PF00750.14
A_C_D_contig_14770,PF00750.14
A_C_D_contig_35677,PF00750.14
A_C_D_contig_11050,PF00750.14
A_C_D_contig_39156,PF00750.14
A_C_D_contig_4462,PF00750.14
A_C_D_contig_31378,PF00750.14
A_C_D_contig_4839,PF00750.14
A_C_D_contig_7784,PF00750.14
A_C_D_contig_24914,PF00750.14
A_C_D_contig_22620,PF00750.14
A_C_D_contig_76885,PF00750.14
A_C_D_contig_9981,PF00750.14
A_C_D_contig_9262,PF00750.14
A_C_D_contig_56737,PF00750.14
A_C_D_contig_1237,PF00750.14
A_C_D_contig_13817,PF00750.14
A_C_D_contig_41857,PF00750.14
A_C_D_contig_52526,PF00750.14
A_C_D_contig_13456,PF00750.14
A_C_D_contig_50690,PF00750.14
A_C_D_contig_7814,PF00750.14
A_C_D_contig_19464,PF00750.14
A_C_D_contig_8189,PF00750.14
A_C_D_contig_2701,PF00750.14
A_C_D_contig_1351,PF00750.14
A_C_D_contig_7341,PF00750.14
A_C_D_contig_9354,PF00750.14
A_C_D_contig_4322,PF00750.14
A_C_D_contig_17464,PF00750.14
A_C_D_contig_30399,PF00750.14
A_C_D_contig_79680,PF00750.14
A_C_D_contig_37991,PF00750.14
A_C_D_contig_43112,PF00750.14
A_C_D_contig_36372,PF00750.14
A_C_D_contig_29797,PF00750.14
A_C_D_contig_47095,PF00750.14
A_C_D_contig_1733,PF00750.14
A_C_D_contig_67884,PF00750.14
A_C_D_contig_79776,PF00750.14
A_C_D_contig_3296,PF00750.14
A_C_D_contig_66995,PF00750.14
A_C_D_contig_7795,PF00750.14
A_C_D_contig_17660,PF00750.14
A_C_D_contig_60696,PF00750.14
A_C_D_contig_75551,PF00750.14
A_C_D_contig_8828,PF00750.14
A_C_D_contig_11120,PF00750.14
A_C_D_contig_54006,PF00750.14
A_C_D_contig_28570,PF00750.14
A_C_D_contig_39548,PF00750.14
A_C_D_contig_14505,PF00750.14
A_C_D_contig_67503,PF00750.14
A_C_D_contig_77271,PF00750.14
A_C_D_contig_22158,PF00750.14
A_C_D_contig_5281,PF00750.14
A_C_D_contig_6405,PF00750.14
A_C_D_contig_11863,PF00750.14
A_C_D_contig_69976,PF00750.14
A_C_D_contig_18564,PF00750.14
A_C_D_contig_75845,PF00750.14
A_C_D_contig_63043,PF00750.14
A_C_D_contig_26460,PF00750.14
A_C_D_contig_14167,PF00750.14
A_C_D_contig_26568,PF00750.14
A_C_D_contig_83537,PF00750.14
A_C_D_contig_6953,PF00750.14
A_C_D_contig_80139,PF00750.14
A_C_D_contig_4850,PF00750.14
A_C_D_contig_54644,PF00750.14
A_C_D_contig_42383,PF00750.14
A_C_D_contig_34706,PF00750.14
A_C_D_contig_29797,PF00750.14
A_C_D_contig_67670,PF00750.14
A_C_D_contig_41914,PF00750.14
A_C_D_contig_52144,PF00750.14
A_C_D_contig_83354,PF00750.14
A_C_D_contig_48906,PF00750.14
A_C_D_contig_24207,PF00750.14
A_C_D_contig_15484,PF00750.14
A_C_D_contig_62003,PF00750.14
A_C_D_contig_6405,PF00750.14
A_C_D_contig_33581,PF00750.14
A_C_D_contig_47083,PF00750.14
A_C_D_contig_53508,PF00750.14
A_C_D_contig_35146,PF00750.14
A_C_D_contig_44295,PF00750.14
A_C_D_contig_37628,PF00750.14
A_C_D_contig_66271,PF00750.14
A_C_D_contig_33581,PF00750.14
A_C_D_contig_11780,PF00750.14
A_C_D_contig_82084,PF00750.14
A_C_D_contig_56790,PF00750.14
A_C_D_contig_81110,PF00750.14
A_C_D_contig_57205,PF00750.14
A_C_D_contig_77923,PF00750.14
A_C_D_contig_48378,PF00750.14
A_C_D_contig_46010,PF00750.14
A_C_D_contig_39407,PF00750.14
A_C_D_contig_11863,PF00750.14
A_C_D_contig_61122,PF00750.14
A_C_D_contig_25163,PF00750.14
A_C_D_contig_82085,PF00750.14
A_C_D_contig_15842,PF00750.14
A_C_D_contig_77532,PF00750.14
A_C_D_contig_11204,PF00750.14
A_C_D_contig_20258,PF00750.14
A_C_D_contig_67756,PF00750.14
A_C_D_contig_16432,PF00750.14
A_C_D_contig_12408,PF00750.14
A_C_D_contig_38493,PF00750.14
A_C_D_contig_2549,PF00750.14
A_C_D_contig_13733,PF00750.14
A_C_D_contig_8,PF00750.14
A_C_D_contig_28466,PF00750.14
A_C_D_contig_18280,PF00750.14
A_C_D_contig_1794,PF00750.14
A_C_D_contig_4210,PF00750.14
A_C_D_contig_1795,PF00750.14
A_C_D_contig_55136,PF00750.14
A_C_D_contig_2208,PF00750.14
A_C_D_contig_4977,PF00750.14
A_C_D_contig_3093,PF00750.14
A_C_D_contig_28742,PF00750.14
A_C_D_contig_25726,PF00750.14
A_C_D_contig_3343,PF00750.14
A_C_D_contig_23877,PF00750.14
A_C_D_contig_76198,PF00750.14
A_C_D_contig_60044,PF00750.14
A_C_D_contig_74583,PF00750.14
A_C_D_contig_68856,PF00750.14
A_C_D_contig_15408,PF00750.14
A_C_D_contig_52610,PF01025.14
A_C_D_contig_2118,PF01025.14
A_C_D_contig_21432,PF01025.14
A_C_D_contig_7116,PF01025.14
A_C_D_contig_56268,PF01025.14
A_C_D_contig_35128,PF01025.14
A_C_D_contig_12667,PF01025.14
A_C_D_contig_12665,PF01025.14
A_C_D_contig_4176,PF01025.14
A_C_D_contig_52305,PF01025.14
A_C_D_contig_56505,PF01025.14
A_C_D_contig_2992,PF01025.14
A_C_D_contig_79587,PF01025.14
A_C_D_contig_2238,PF01025.14
A_C_D_contig_22959,PF01025.14
A_C_D_contig_26163,PF01025.14
A_C_D_contig_6624,PF01025.14
A_C_D_contig_516,PF01025.14
A_C_D_contig_23213,PF01025.14
A_C_D_contig_54638,PF01025.14
A_C_D_contig_75211,PF01025.14
A_C_D_contig_6363,PF01025.14
A_C_D_contig_5044,PF01025.14
A_C_D_contig_17133,PF01025.14
A_C_D_contig_57886,PF01025.14
A_C_D_contig_16732,PF01025.14
A_C_D_contig_29672,PF01025.14
A_C_D_contig_13413,PF01025.14
A_C_D_contig_61727,PF01025.14
A_C_D_contig_26075,PF01025.14
A_C_D_contig_2328,PF01025.14
A_C_D_contig_12566,PF01025.14
A_C_D_contig_2179,PF01025.14
A_C_D_contig_62696,PF01025.14
A_C_D_contig_34940,PF01025.14
A_C_D_contig_69757,PF01025.14
A_C_D_contig_52694,PF01025.14
A_C_D_contig_33955,PF01025.14
A_C_D_contig_11472,PF01025.14
A_C_D_contig_75260,PF01025.14
A_C_D_contig_68059,PF01025.14
A_C_D_contig_64217,PF01025.14
A_C_D_contig_7987,PF01025.14
A_C_D_contig_64286,PF01025.14
A_C_D_contig_80044,PF01025.14
A_C_D_contig_25470,PF01025.14
A_C_D_contig_50486,PF01025.14
A_C_D_contig_4314,PF01025.14
A_C_D_contig_3753,PF01025.14
A_C_D_contig_1794,PF01025.14
A_C_D_contig_24589,PF01025.14
A_C_D_contig_15408,PF01025.14
A_C_D_contig_2287,PF01025.14
A_C_D_contig_53442,PF01025.14
A_C_D_contig_41468,PF01025.14
A_C_D_contig_44442,PF01025.14
A_C_D_contig_2208,PF01025.14
A_C_D_contig_139,PF01025.14
A_C_D_contig_9829,PF01025.14
A_C_D_contig_81279,PF01025.14
A_C_D_contig_8194,PF01025.14
A_C_D_contig_19135,PF01025.14
A_C_D_contig_83418,PF01025.14
A_C_D_contig_10992,PF01025.14
A_C_D_contig_1460,PF01025.14
A_C_D_contig_68,PF01025.14
A_C_D_contig_68459,PF01025.14
A_C_D_contig_18167,PF01025.14
A_C_D_contig_18999,PF01025.14
A_C_D_contig_22756,PF01025.14
A_C_D_contig_38251,PF01025.14
A_C_D_contig_32957,PF01025.14
A_C_D_contig_20275,PF01025.14
A_C_D_contig_5011,PF01025.14
A_C_D_contig_2198,PF01025.14
A_C_D_contig_2858,PF01025.14
A_C_D_contig_35010,PF01025.14
A_C_D_contig_47267,PF01025.14
A_C_D_contig_50287,PF01025.14
A_C_D_contig_9594,PF01025.14
A_C_D_contig_79184,PF01025.14
A_C_D_contig_2928,PF01025.14
A_C_D_contig_20901,PF01025.14
A_C_D_contig_32645,PF01025.14
A_C_D_contig_451,PF01025.14
A_C_D_contig_65449,PF01025.14
A_C_D_contig_68544,PF01025.14
A_C_D_contig_20604,PF01025.14
A_C_D_contig_16495,PF01025.14
A_C_D_contig_39022,PF01025.14
A_C_D_contig_16595,PF01025.14
A_C_D_contig_27257,PF01025.14
A_C_D_contig_24648,PF01025.14
A_C_D_contig_46367,PF01025.14
A_C_D_contig_58022,PF01025.14
A_C_D_contig_25283,PF01025.14
A_C_D_contig_26647,PF01025.14
A_C_D_contig_31869,PF01025.14
A_C_D_contig_70748,PF01025.14
A_C_D_contig_14333,PF01025.14
A_C_D_contig_15273,PF01025.14
A_C_D_contig_38978,PF01025.14
A_C_D_contig_41019,PF01025.14
A_C_D_contig_95,PF01025.14
A_C_D_contig_4731,PF01025.14
A_C_D_contig_21844,PF01025.14
A_C_D_contig_23115,PF01025.14
A_C_D_contig_23733,PF01025.14
A_C_D_contig_77861,PF01025.14
A_C_D_contig_57718,PF01025.14
A_C_D_contig_32860,PF01025.14
A_C_D_contig_78290,PF01025.14
A_C_D_contig_41144,PF01025.14
A_C_D_contig_54299,PF01025.14
A_C_D_contig_957,PF01025.14
A_C_D_contig_47224,PF01025.14
A_C_D_contig_64341,PF01025.14
A_C_D_contig_42085,PF01025.14
A_C_D_contig_57718,PF01025.14
A_C_D_contig_13157,PF01025.14
A_C_D_contig_78290,PF01025.14
A_C_D_contig_57595,PF01025.14
A_C_D_contig_10201,PF01025.14
A_C_D_contig_1376,PF01025.14
A_C_D_contig_72760,PF01025.14
A_C_D_contig_43563,PF01025.14
A_C_D_contig_76952,PF01025.14
A_C_D_contig_62136,PF01795.14
A_C_D_contig_14164,PF01795.14
A_C_D_contig_16032,PF01795.14
A_C_D_contig_15306,PF01795.14
A_C_D_contig_65220,PF01795.14
A_C_D_contig_42825,PF01795.14
A_C_D_contig_17056,PF01795.14
A_C_D_contig_10389,PF01795.14
A_C_D_contig_1630,PF01795.14
A_C_D_contig_7895,PF01795.14
A_C_D_contig_12770,PF01795.14
A_C_D_contig_13459,PF01795.14
A_C_D_contig_645,PF01795.14
A_C_D_contig_12038,PF01795.14
A_C_D_contig_8772,PF01795.14
A_C_D_contig_511,PF01795.14
A_C_D_contig_27524,PF01795.14
A_C_D_contig_27672,PF01795.14
A_C_D_contig_58686,PF01795.14
A_C_D_contig_3753,PF01795.14
A_C_D_contig_30122,PF01795.14
A_C_D_contig_1446,PF01795.14
A_C_D_contig_16040,PF01795.14
A_C_D_contig_519,PF01795.14
A_C_D_contig_60298,PF01795.14
A_C_D_contig_19983,PF01795.14
A_C_D_contig_74065,PF01795.14
A_C_D_contig_1629,PF01795.14
A_C_D_contig_68578,PF01795.14
A_C_D_contig_6622,PF01795.14
A_C_D_contig_44351,PF01795.14
A_C_D_contig_36765,PF01795.14
A_C_D_contig_139,PF01795.14
A_C_D_contig_25433,PF01795.14
A_C_D_contig_58265,PF01795.14
A_C_D_contig_73548,PF01795.14
A_C_D_contig_9272,PF01795.14
A_C_D_contig_70432,PF01795.14
A_C_D_contig_65246,PF01795.14
A_C_D_contig_14073,PF01795.14
A_C_D_contig_1135,PF01795.14
A_C_D_contig_5128,PF01795.14
A_C_D_contig_11847,PF01795.14
A_C_D_contig_59163,PF01795.14
A_C_D_contig_71472,PF01795.14
A_C_D_contig_10390,PF01795.14
A_C_D_contig_59526,PF01795.14
A_C_D_contig_52004,PF01795.14
A_C_D_contig_33719,PF01795.14
A_C_D_contig_34550,PF01795.14
A_C_D_contig_21451,PF01795.14
A_C_D_contig_2641,PF01795.14
A_C_D_contig_72723,PF01795.14
A_C_D_contig_1781,PF01795.14
A_C_D_contig_4062,PF01795.14
A_C_D_contig_44571,PF01795.14
A_C_D_contig_19539,PF01795.14
A_C_D_contig_72577,PF01795.14
A_C_D_contig_8390,PF01795.14
A_C_D_contig_17140,PF01795.14
A_C_D_contig_17747,PF01795.14
A_C_D_contig_52787,PF01795.14
A_C_D_contig_12120,PF01795.14
A_C_D_contig_35624,PF01795.14
A_C_D_contig_4052,PF01795.14
A_C_D_contig_3580,PF01795.14
A_C_D_contig_30357,PF01795.14
A_C_D_contig_13248,PF01795.14
A_C_D_contig_21729,PF01795.14
A_C_D_contig_63465,PF01795.14
A_C_D_contig_4676,PF01795.14
A_C_D_contig_2782,PF01795.14
A_C_D_contig_26828,PF01795.14
A_C_D_contig_38428,PF01795.14
A_C_D_contig_7821,PF01795.14
A_C_D_contig_35890,PF01795.14
A_C_D_contig_63071,PF01795.14
A_C_D_contig_8940,PF01795.14
A_C_D_contig_3163,PF01795.14
A_C_D_contig_4742,PF01795.14
A_C_D_contig_19285,PF01795.14
A_C_D_contig_6320,PF01795.14
A_C_D_contig_59073,PF01795.14
A_C_D_contig_75890,PF01795.14
A_C_D_contig_72397,PF01795.14
A_C_D_contig_64643,PF01795.14
A_C_D_contig_10913,PF01795.14
A_C_D_contig_2691,PF01795.14
A_C_D_contig_52325,PF01795.14
A_C_D_contig_54574,PF01795.14
A_C_D_contig_37050,PF01795.14
A_C_D_contig_75793,PF01795.14
A_C_D_contig_81544,PF01795.14
A_C_D_contig_82534,PF01795.14
A_C_D_contig_71949,PF01795.14
A_C_D_contig_11619,PF01795.14
A_C_D_contig_32973,PF01795.14
A_C_D_contig_13903,PF01795.14
A_C_D_contig_47103,PF01795.14
A_C_D_contig_5059,PF01795.14
A_C_D_contig_13903,PF01795.14
A_C_D_contig_51776,PF01795.14
A_C_D_contig_35941,PF01795.14
A_C_D_contig_74236,PF01795.14
A_C_D_contig_28823,PF01795.14
A_C_D_contig_53275,PF01795.14
A_C_D_contig_39227,PF01795.14
A_C_D_contig_71746,PF01795.14
A_C_D_contig_54199,PF01795.14
A_C_D_contig_66712,PF01795.14
A_C_D_contig_60709,PF01795.14
A_C_D_contig_33432,PF01795.14
A_C_D_contig_16674,PF01795.14
A_C_D_contig_24360,PF01795.14
A_C_D_contig_52769,PF01795.14
A_C_D_contig_28097,PF01795.14
A_C_D_contig_54199,PF01795.14
A_C_D_contig_28916,PF01795.14
A_C_D_contig_12279,PF01795.14
A_C_D_contig_75908,PF01795.14
A_C_D_contig_15177,PF01795.14
A_C_D_contig_74601,PF01795.14
A_C_D_contig_76142,PF01795.14
A_C_D_contig_44938,PF01795.14
A_C_D_contig_9305,PF01795.14
A_C_D_contig_58927,PF01795.14
A_C_D_contig_68445,PF01795.14
A_C_D_contig_33432,PF01795.14
A_C_D_contig_76903,PF01795.14
A_C_D_contig_57303,PF01795.14
A_C_D_contig_80350,PF01795.14
A_C_D_contig_20330,PF01795.14
A_C_D_contig_40121,PF01795.14
A_C_D_contig_79146,PF01795.14
A_C_D_contig_48153,PF01795.14
A_C_D_contig_52760,PF01795.14
A_C_D_contig_75474,PF01795.14
A_C_D_contig_19937,PF01795.14
A_C_D_contig_5106,PF01795.14
A_C_D_contig_22414,PF01795.14
A_C_D_contig_58717,PF01795.14
A_C_D_contig_18021,PF01795.14
A_C_D_contig_18891,PF01795.14
A_C_D_contig_55236,PF01795.14
A_C_D_contig_62800,PF01795.14
A_C_D_contig_17887,PF01795.14
A_C_D_contig_69616,PF01795.14
A_C_D_contig_62946,PF01795.14
A_C_D_contig_16834,PF01795.14
A_C_D_contig_14072,TIGR00001
A_C_D_contig_8693,TIGR00001
A_C_D_contig_51635,TIGR00001
A_C_D_contig_18583,TIGR00001
A_C_D_contig_18455,TIGR00001
A_C_D_contig_16947,TIGR00001
A_C_D_contig_27135,TIGR00001
A_C_D_contig_7108,TIGR00001
A_C_D_contig_976,TIGR00001
A_C_D_contig_46486,TIGR00001
A_C_D_contig_35719,TIGR00001
A_C_D_contig_23270,TIGR00001
A_C_D_contig_33039,TIGR00001
A_C_D_contig_1500,TIGR00001
A_C_D_contig_9587,TIGR00001
A_C_D_contig_9778,TIGR00001
A_C_D_contig_18417,TIGR00001
A_C_D_contig_30897,TIGR00001
A_C_D_contig_44371,TIGR00001
A_C_D_contig_8186,TIGR00001
A_C_D_contig_64677,TIGR00001
A_C_D_contig_5038,TIGR00001
A_C_D_contig_917,TIGR00001
A_C_D_contig_19968,TIGR00001
A_C_D_contig_43150,TIGR00001
A_C_D_contig_20730,TIGR00001
A_C_D_contig_8711,TIGR00001
A_C_D_contig_58213,TIGR00001
A_C_D_contig_8002,TIGR00001
A_C_D_contig_18641,TIGR00001
A_C_D_contig_66575,TIGR00001
A_C_D_contig_63832,TIGR00001
A_C_D_contig_82009,TIGR00001
A_C_D_contig_13740,TIGR00001
A_C_D_contig_4789,TIGR00001
A_C_D_contig_54392,TIGR00001
A_C_D_contig_71209,TIGR00001
A_C_D_contig_61974,TIGR00001
A_C_D_contig_39408,TIGR00001
A_C_D_contig_64556,TIGR00001
A_C_D_contig_37197,TIGR00001
A_C_D_contig_60344,TIGR00001
A_C_D_contig_7338,TIGR00001
A_C_D_contig_291,TIGR00001
A_C_D_contig_47685,TIGR00001
A_C_D_contig_3602,TIGR00001
A_C_D_contig_22912,TIGR00001
A_C_D_contig_18471,TIGR00002
A_C_D_contig_27118,TIGR00002
A_C_D_contig_81202,TIGR00002
A_C_D_contig_11264,TIGR00002
A_C_D_contig_59606,TIGR00002
A_C_D_contig_1297,TIGR00002
A_C_D_contig_2970,TIGR00002
A_C_D_contig_19375,TIGR00002
A_C_D_contig_47223,TIGR00002
A_C_D_contig_38222,TIGR00002
A_C_D_contig_6939,TIGR00002
A_C_D_contig_13308,TIGR00002
A_C_D_contig_67109,TIGR00002
A_C_D_contig_19279,TIGR00002
A_C_D_contig_77018,TIGR00002
A_C_D_contig_43671,TIGR00002
A_C_D_contig_44219,TIGR00002
A_C_D_contig_5005,TIGR00002
A_C_D_contig_43107,TIGR00002
A_C_D_contig_59813,TIGR00002
A_C_D_contig_37008,TIGR00002
A_C_D_contig_14147,TIGR00002
A_C_D_contig_36051,TIGR00002
A_C_D_contig_20054,TIGR00002
A_C_D_contig_76835,TIGR00002
A_C_D_contig_994,TIGR00002
A_C_D_contig_60922,TIGR00002
A_C_D_contig_18059,TIGR00002
A_C_D_contig_82883,TIGR00002
A_C_D_contig_17863,TIGR00002
A_C_D_contig_17692,TIGR00002
A_C_D_contig_37106,TIGR00002
A_C_D_contig_4137,TIGR00002
A_C_D_contig_8123,TIGR00002
A_C_D_contig_9657,TIGR00002
A_C_D_contig_59210,TIGR00002
A_C_D_contig_61077,TIGR00002
A_C_D_contig_7783,TIGR00002
A_C_D_contig_76862,TIGR00002
A_C_D_contig_16949,TIGR00002
A_C_D_contig_76827,TIGR00002
A_C_D_contig_51827,TIGR00002
A_C_D_contig_1684,TIGR00002
A_C_D_contig_17197,TIGR00002
A_C_D_contig_6735,TIGR00002
A_C_D_contig_3632,TIGR00002
A_C_D_contig_41269,TIGR00002
A_C_D_contig_75979,TIGR00002
A_C_D_contig_52824,TIGR00002
A_C_D_contig_42819,TIGR00002
A_C_D_contig_176,TIGR00002
A_C_D_contig_63331,TIGR00002
A_C_D_contig_30783,TIGR00002
A_C_D_contig_78922,TIGR00002
A_C_D_contig_45412,TIGR00002
A_C_D_contig_3856,TIGR00002
A_C_D_contig_44597,TIGR00002
A_C_D_contig_17390,TIGR00002
A_C_D_contig_23455,TIGR00002
A_C_D_contig_60000,TIGR00002
A_C_D_contig_5465,TIGR00002
A_C_D_contig_5393,TIGR00002
A_C_D_contig_1868,TIGR00002
A_C_D_contig_21910,TIGR00002
A_C_D_contig_6994,TIGR00002
A_C_D_contig_11528,TIGR00002
A_C_D_contig_26592,TIGR00002
A_C_D_contig_79418,TIGR00002
A_C_D_contig_1535,TIGR00002
A_C_D_contig_25221,TIGR00002
A_C_D_contig_25882,TIGR00002
A_C_D_contig_42349,TIGR00002
A_C_D_contig_67875,TIGR00002
A_C_D_contig_12720,TIGR00002
A_C_D_contig_68596,TIGR00002
A_C_D_contig_10844,TIGR00002
A_C_D_contig_11960,TIGR00002
A_C_D_contig_1524,TIGR00002
A_C_D_contig_39855,TIGR00002
A_C_D_contig_13845,TIGR00002
A_C_D_contig_32166,TIGR00002
A_C_D_contig_46957,TIGR00002
A_C_D_contig_4643,TIGR00002
A_C_D_contig_16702,TIGR00002
A_C_D_contig_4699,TIGR00002
A_C_D_contig_6023,TIGR00002
A_C_D_contig_5029,TIGR00002
A_C_D_contig_5106,TIGR00002
A_C_D_contig_6136,TIGR00002
A_C_D_contig_36954,TIGR00002
A_C_D_contig_2103,TIGR00002
A_C_D_contig_511,TIGR00002
A_C_D_contig_51485,TIGR00002
A_C_D_contig_34364,TIGR00002
A_C_D_contig_54078,TIGR00002
A_C_D_contig_73024,TIGR00002
A_C_D_contig_39650,TIGR00002
A_C_D_contig_3704,TIGR00002
A_C_D_contig_8975,TIGR00002
A_C_D_contig_3703,TIGR00002
A_C_D_contig_12046,TIGR00002
A_C_D_contig_37294,TIGR00002
A_C_D_contig_69136,TIGR00002
A_C_D_contig_77745,TIGR00002
A_C_D_contig_5633,TIGR00002
A_C_D_contig_67910,TIGR00002
A_C_D_contig_78288,TIGR00002
A_C_D_contig_14851,TIGR00002
A_C_D_contig_13282,TIGR00002
A_C_D_contig_8501,TIGR00002
A_C_D_contig_7788,TIGR00002
A_C_D_contig_716,TIGR00002
A_C_D_contig_71298,TIGR00009
A_C_D_contig_10770,TIGR00009
A_C_D_contig_16121,TIGR00009
A_C_D_contig_7361,TIGR00009
A_C_D_contig_5319,TIGR00009
A_C_D_contig_30496,TIGR00009
A_C_D_contig_66045,TIGR00009
A_C_D_contig_3348,TIGR00009
A_C_D_contig_11246,TIGR00009
A_C_D_contig_1978,TIGR00009
A_C_D_contig_4427,TIGR00009
A_C_D_contig_10253,TIGR00009
A_C_D_contig_52075,TIGR00009
A_C_D_contig_13676,TIGR00009
A_C_D_contig_84185,TIGR00009
A_C_D_contig_65889,TIGR00009
A_C_D_contig_79579,TIGR00009
A_C_D_contig_31557,TIGR00009
A_C_D_contig_45476,TIGR00009
A_C_D_contig_2083,TIGR00009
A_C_D_contig_49748,TIGR00009
A_C_D_contig_59272,TIGR00009
A_C_D_contig_20367,TIGR00009
A_C_D_contig_2365,TIGR00009
A_C_D_contig_8975,TIGR00009
A_C_D_contig_1044,TIGR00009
A_C_D_contig_33007,TIGR00009
A_C_D_contig_16990,TIGR00009
A_C_D_contig_2823,TIGR00009
A_C_D_contig_4860,TIGR00009
A_C_D_contig_67173,TIGR00009
A_C_D_contig_40550,TIGR00009
A_C_D_contig_1957,TIGR00009
A_C_D_contig_53210,TIGR00009
A_C_D_contig_3328,TIGR00009
A_C_D_contig_10694,TIGR00009
A_C_D_contig_34998,TIGR00009
A_C_D_contig_12116,TIGR00009
A_C_D_contig_52203,TIGR00009
A_C_D_contig_22734,TIGR00009
A_C_D_contig_1144,TIGR00009
A_C_D_contig_63828,TIGR00009
A_C_D_contig_12828,TIGR00009
A_C_D_contig_33503,TIGR00009
A_C_D_contig_15848,TIGR00009
A_C_D_contig_83994,TIGR00009
A_C_D_contig_54407,TIGR00009
A_C_D_contig_2483,TIGR00009
A_C_D_contig_80013,TIGR00012
A_C_D_contig_10724,TIGR00012
A_C_D_contig_3031,TIGR00012
A_C_D_contig_8647,TIGR00012
A_C_D_contig_10608,TIGR00012
A_C_D_contig_12560,TIGR00012
A_C_D_contig_42472,TIGR00012
A_C_D_contig_2901,TIGR00012
A_C_D_contig_35131,TIGR00012
A_C_D_contig_30980,TIGR00012
A_C_D_contig_8961,TIGR00012
A_C_D_contig_42939,TIGR00012
A_C_D_contig_20096,TIGR00012
A_C_D_contig_10113,TIGR00012
A_C_D_contig_32874,TIGR00012
A_C_D_contig_3838,TIGR00012
A_C_D_contig_2851,TIGR00012
A_C_D_contig_82142,TIGR00012
A_C_D_contig_49008,TIGR00012
A_C_D_contig_14218,TIGR00012
A_C_D_contig_469,TIGR00012
A_C_D_contig_80050,TIGR00012
A_C_D_contig_7858,TIGR00012
A_C_D_contig_54265,TIGR00012
A_C_D_contig_43810,TIGR00012
A_C_D_contig_6899,TIGR00012
A_C_D_contig_10543,TIGR00012
A_C_D_contig_1806,TIGR00012
A_C_D_contig_642,TIGR00012
A_C_D_contig_22615,TIGR00012
A_C_D_contig_7377,TIGR00012
A_C_D_contig_25545,TIGR00012
A_C_D_contig_7026,TIGR00012
A_C_D_contig_9090,TIGR00012
A_C_D_contig_4482,TIGR00012
A_C_D_contig_57657,TIGR00012
A_C_D_contig_511,TIGR00012
A_C_D_contig_4837,TIGR00012
A_C_D_contig_3220,TIGR00012
A_C_D_contig_14531,TIGR00012
A_C_D_contig_23744,TIGR00012
A_C_D_contig_2939,TIGR00012
A_C_D_contig_19073,TIGR00012
A_C_D_contig_28472,TIGR00012
A_C_D_contig_9103,TIGR00012
A_C_D_contig_32882,TIGR00012
A_C_D_contig_74321,TIGR00012
A_C_D_contig_285,TIGR00012
A_C_D_contig_54665,TIGR00012
A_C_D_contig_137,TIGR00012
A_C_D_contig_33023,TIGR00012
A_C_D_contig_7577,TIGR00012
A_C_D_contig_5543,TIGR00012
A_C_D_contig_2491,TIGR00012
A_C_D_contig_76365,TIGR00012
A_C_D_contig_2416,TIGR00012
A_C_D_contig_25799,TIGR00012
A_C_D_contig_21561,TIGR00012
